Question,Answer
Vui lòng cho tôi biết về các tiện ích miễn phí được cung cấp cho Tài khoản Thanh toán Doanh nghiệp Value Plus khi duy trì số dư trung bình tối thiểu hàng tháng?,Phát hành séc miễn phí. Bản sao sao kê tài khoản. Phát hành thẻ ghi nợ (phí phát hành lại/phí thường niên sẽ tính theo Biểu phí hiện hành). Dịch vụ Ngân hàng Internet. Cảnh báo SMS cho giao dịch kỹ thuật số. Sao kê điện tử. Gửi/Rút tiền mặt liên chi nhánh trực tuyến (Online). Chuyển khoản nội bộ trong NUST qua chi nhánh (Chuyển khoản trực tuyến). Phát hành séc ngân hàng.
Tài khoản Vãng lai Giá trị Cộng (Cá nhân) (VPCA) là gì?,"Tài khoản Vãng lai Giá trị Cộng (VPCA) là sản phẩm tài khoản vãng lai dành cho cá nhân, cung cấp các tính năng gia tăng giá trị, phù hợp cho ngân hàng cá nhân với nhiều lợi ích bổ sung dành cho chủ tài khoản."
Tài khoản Vãng lai NUST Sahar Asaan có bất kỳ giới hạn giao dịch nào không?,"Giới hạn rút tiền hàng tháng lên đến 1.000.000 Rs, Tổng giới hạn số dư tín dụng lên đến 1.000.000 Rs, Các giao dịch xuyên biên giới (ra ngoài) sẽ không được phép trừ trường hợp các giao dịch quốc tế được thực hiện qua thẻ ghi nợ."
Tiêu chí thu nhập tối thiểu hàng tháng là gì?,"Người hưởng lương (Công ty được phê duyệt): Công ty Hạng A - 40.000 PKR (Thường trú) & 60.000 PKR (Hợp đồng Công ty/Bên thứ 3), Công ty Hạng B & C - 50.000 PKR (Thường trú) & 60.000 PKR (Hợp đồng Công ty/Bên thứ 3). Người hưởng lương (Công ty không được phê duyệt): 70.000 PKR (Thường trú) & 80.000 PKR (Hợp đồng Công ty). Người hưởng lương (Chính phủ): Đang tại ngũ - 35.000 PKR (Thường trú, BPS-5 trở lên) & 45.000 PKR (Hợp đồng), Đã nghỉ hưu - 40.000 PKR (điều kiện nhận lương hưu với NUST). Lực lượng Vũ trang, Các tổ chức Liên kết & Dân thường tại GHQ/NHQ/AHQ: Đang tại ngũ - 25.000 PKR (Sĩ quan Ủy nhiệm/JCOs & Cấp dưới), Đã nghỉ hưu - 40.000 PKR (Sĩ quan Ủy nhiệm) và 15.000 Rs. (JCOs & Cấp dưới, điều kiện nhận lương hưu với NUST). SPD & các tổ chức liên kết - 25.000 PKR (Thường trú & Hợp đồng). Dân thường tại GHQ/NHQ/AHQ - 25.000 PKR (Thường trú) và 35.000 PKR (Hợp đồng). Tổ chức Fauji & các tổ chức Liên kết: 25.000 PKR (Thường trú & Hợp đồng). Doanh nhân Tự do/Tiểu thương: 100.000 PKR (Khách hàng Chi nhánh), 150.000 PKR (Khách hàng không thuộc Chi nhánh)."
Thời hạn tối đa của Tài chính NUST Sahar là bao lâu?,Tài chính Ngắn hạn/Vốn lưu động: Tối đa 3 năm không có thời gian ân hạn. Tài chính Dài hạn: Tối đa 5 năm (bao gồm thời gian ân hạn lên đến 6 tháng). Lãi suất sẽ được thu trong thời gian ân hạn.
Các khoản phí dịch vụ/tài liệu/pháp lý tại NUST Sahar Finance là bao nhiêu?,Theo thực tế.
Tần suất trả nợ tại Quỹ Tài chính NUST Hunarmand là gì?,Khoản vay AHF sẽ được hoàn trả dưới hình thức trả góp hàng tháng hoặc hàng quý (hoặc theo chỉ thị của Ngân hàng Nhà nước Pakistan - SBP).
Có giới hạn nào đối với chi tiêu quốc tế không?,"Theo chỉ thị của Ngân hàng Nhà nước (SBP) có hiệu lực từ ngày 1 tháng 11 năm 2022, giới hạn tối đa hàng năm trên toàn ngành là 30.000 USD/người đối với các giao dịch xuyên biên giới qua thẻ (thẻ ghi nợ/thẻ tín dụng và thẻ ảo). Trách nhiệm chính của khách hàng là phải đảm bảo rằng giới hạn hàng năm của mình không bị vượt quá bất cứ lúc nào. Để tránh bất kỳ sự bất tiện nào, Quý khách được đề nghị vui lòng hạn chế chi tiêu quốc tế trong giới hạn đã quy định. Các khoản thanh toán thương mại xuyên biên giới qua thẻ phát hành cho cá nhân là không được phép. Lưu ý: Ngân hàng NUST có quyền từ chối bất kỳ đơn đăng ký nào theo tiêu chí của Ngân hàng."
Phí bảo hiểm là bao nhiêu?,Tính theo thực tế.
Ngân hàng có yêu cầu vốn chủ sở hữu cho chương trình này không?,"Kinh doanh mới: 20% vốn chủ sở hữu. Kinh doanh hiện có: Không yêu cầu vốn chủ sở hữu, khoản đầu tư hiện tại vào doanh nghiệp sẽ được tính là vốn chủ sở hữu."
Có yêu cầu về doanh số tài khoản nào đối với Tài chính Nhà máy Bột mì NUST không?,Tối thiểu 50% doanh số của người nộp đơn phải được chứng minh thông qua doanh số tài khoản tại ngân hàng.
Tôi có thể vay vốn nếu có nợ xấu từ các khoản vay trước đây không?,Không. Bạn cần phải thanh toán đều đặn các khoản vay trước đó.
Có bất kỳ loại thuế nào áp dụng cho tài khoản này không?,Zakat và các loại thuế được áp dụng theo quy định của pháp luật.
Phí xử lý cho Ứng dụng Tài chính Ask Fauri là bao nhiêu?,Phí cố định 3.000 Rs. tại thời điểm bắt đầu và cho mỗi lần gia hạn.
Có bao nhiêu Kế hoạch Bảo hiểm Nhân thọ Jubilee có sẵn?,"• Kế hoạch Tiết kiệm và Bảo vệ Jubilee Life - Kế hoạch Bảo vệ Trọn đời và Tiết kiệm
• Kế hoạch Giáo dục Jubilee Life - Kế hoạch Thời hạn Có hạn (Quyền lợi Tiếp tục)
• Kế hoạch Hôn nhân Jubilee Life - Kế hoạch Thời hạn Có hạn (Quyền lợi Tiếp tục)
• Kế hoạch Hưu trí Jubilee Life - Tiết kiệm & Bảo vệ"
Ai có thể mở Tài khoản Roshan Digital?,"Người Pakistan không cư trú (NRP), Thành viên OPF, Người nước ngoài có Thẻ gốc Pakistan (POC), Công dân Pakistan đã khai báo tài sản ở nước ngoài, Nhân viên & Quan chức Chính phủ đang công tác ở nước ngoài."
Hình thức trả nợ là gì?,"Việc thanh toán Khoản trả góp Hàng tháng Cố định (EMI) bao gồm tiền gốc, phí đánh dấu và chi phí bảo hiểm, v.v. sẽ được thực hiện thông qua Ủy quyền Ghi nợ Trực tiếp (DDA) từ tài khoản của người vay được duy trì tại NUST."
Có giới hạn nào về số tiền nhận được thông qua Dịch vụ Chuyển tiền NUST về nhà không?,"Dưới đây là các giới hạn áp dụng:
• Tài khoản NUST - Không giới hạn
• Tài khoản ngân hàng khác - Không giới hạn
• Giao dịch tiền mặt tại quầy (CoC) - Tối đa 1.000.000 PKR mỗi giao dịch và không giới hạn số lượng giao dịch Western Union COC"
Liên kết Cổng thông tin Web Ngân hàng NUST dành cho RDA là gì?,https://secureportal.NUSTbank.com/rda/
Có độ tuổi tối thiểu để được hỗ trợ tài chính tại NUST Imarat Finance không?,"Kinh doanh mới: Tối thiểu 30 tuổi tại thời điểm nộp đơn, tuy nhiên độ tuổi không được vượt quá 60 tuổi khi khoản vay đáo hạn. Kinh doanh hiện có: Tối thiểu 30 tuổi tại thời điểm nộp đơn, tuy nhiên độ tuổi không được vượt quá 65 tuổi khi khoản vay đáo hạn."
Có phí thanh toán trễ hạn không?,"Trong trường hợp trả chậm, lãi suất thương mại sẽ được tính trên số ngày quá hạn."
Phí xử lý cho Đơn đăng ký Tài chính NUST Ujala là bao nhiêu?,"SE/ME/Nhà cung cấp/Nhà thầu: 6000 Rs/- hoặc 0.5% khoản vay, tùy theo mức nào cao hơn. Người vay trong nước: 5000 Rs/-. Nhân viên NUST: Miễn phí xử lý."
Các tính năng chính của Chính sách Bảo hiểm Nhân thọ NUST Life Bancassurance là gì?,"• Bảo vệ Gia đình ngắn hạn và Tiết kiệm dài hạn. • Số tiền Bảo hiểm Tối thiểu = 18.000, Không có Giới hạn Tối đa cho Kế hoạch Munafa Mehfooz, Phí Bảo hiểm Tối thiểu = 50.000. • Kế hoạch NUST Life Munafa Mehfooz có Thời hạn Tối thiểu & Tối đa = 5 Năm. • Kế hoạch NUST Life Value có Thời hạn Chính sách Tối thiểu = 10 Năm. • Các quyền lợi bổ sung cũng có sẵn với chi phí (Quyền lợi bổ sung và bảo hiểm định kỳ bổ sung). • NUST Life cung cấp các kế hoạch khác nhau cho khách hàng theo nhu cầu và yêu cầu."
Tiêu chí thu nhập tối thiểu hàng tháng là gì?,"Người hưởng lương: Cố định 50.000 Rs/-, Hợp đồng 60.000 Rs/-, Nhân viên Chính phủ Hợp đồng 75.000 Rs/-; Lực lượng Vũ trang: 25.000 Rs/-."
Tỷ lệ lợi nhuận được cung cấp cho tài khoản này là bao nhiêu và khi nào được ghi có?,"Thanh toán lợi nhuận hàng tháng dựa trên số dư trung bình hàng tháng. Tỷ lệ lợi nhuận: 0,19%, được ghi có hàng tháng."
Các khoản phí dịch vụ/tài liệu/pháp lý tại NUST Imarat Finance là gì?,Theo thực tế.
Các dịch vụ miễn phí đi kèm với Tài khoản Tiền gửi Hiện tại là gì?,Dịch vụ cảnh báo SMS miễn phí cho Giao dịch Kỹ thuật số; Sao kê điện tử & Ngân hàng trực tuyến miễn phí; Gửi/Rút tiền mặt trực tuyến miễn phí giữa các chi nhánh (Trực tuyến); Chuyển khoản nội bộ miễn phí trong NUST qua chi nhánh (Chuyển khoản trực tuyến); Phát hành Séc ngân hàng miễn phí
Hạn mức cho vay của Chương trình Tài chính Xay xát Bột mì NUST là gì?,Mỗi bên (một thực thể duy nhất) có thể vay tối đa 75 triệu Rs cho Doanh nghiệp vừa (ME) và 25 triệu Rs cho Doanh nghiệp nhỏ (SE).
Thời gian xử lý hồ sơ là bao lâu?,Thời gian xử lý hồ sơ Tài chính Cá nhân là 10 ngày làm việc từ khi đăng nhập đến khi được phê duyệt (phụ thuộc vào hồ sơ hoàn chỉnh với các tài liệu yêu cầu).
Tần suất hoàn trả phí đánh dấu trong Ask Fauri Business Finance là gì?,"AFBF-1: Hàng tháng / Hàng quý, AFBF-2: Hàng tháng / Hàng quý, AFBF-3: Trả trước, AFBF-4: Trả trước."
Tỷ lệ Mark-up hiện tại của Ask Fauri Business Finance là bao nhiêu?,"AFBF-1: 3MK /COD +1.50%, AFBF-2: 12 MK /COD +2.0%, AFBF-3: Theo SOC, AFBF-4: Theo SOC."
Tôi muốn tìm hiểu về việc mở tài khoản vãng lai cho mục đích kinh doanh tại Ngân hàng của Quý vị. Xin vui lòng cho tôi biết tôi có những lựa chọn nào?,"Tài khoản Doanh nghiệp NUST Value Premium phù hợp nhất cho các doanh nghiệp vừa và lớn, các công ty hợp danh và các tổ chức doanh nghiệp."
Phí định giá/BOQ là gì?,Tính theo thực tế.
Mục đích của việc cung cấp Tài chính Xay xát Bột mì NUST là gì?,"Tài chính Tiền mặt (CF) để đáp ứng nhu cầu vốn lưu động của hoạt động kinh doanh xay xát bột mì nhằm mua lúa mì theo công suất xay xát. Tài chính Hoạt động (RF) để đáp ứng các nhu cầu vốn lưu động như vận chuyển, lương & tiền công, tiện ích và các chi phí hành chính khác (Việc mua lúa mì bằng nguồn vốn RF bị hạn chế)."
Có bao nhiêu Gói Bảo hiểm Nhân thọ NUST có sẵn?,"• NUST Life Value Plan: Gói Bảo vệ và Tiết kiệm Trọn đời, Phí bảo hiểm = 18K. • NUST Life Munafa Mehfooz Plan: Gói Thời hạn Có hạn (5 Năm), Phí bảo hiểm = 50K."
Tỷ lệ lợi nhuận cho Tài khoản Tiết kiệm NUST Maximiser là bao nhiêu?,"Chi trả lợi nhuận: Hàng tháng. Tỷ lệ lợi nhuận: 0,19."
Phí xử lý hồ sơ là bao nhiêu?,Phí xử lý sẽ được tính theo Biểu phí hiện hành của Ngân hàng (SOC).
Các khoản phí dịch vụ/tài liệu/pháp lý trong Tài chính Xay xát Bột mì NUST là gì?,Tính theo thực tế.
Phí bảo hiểm là bao nhiêu?,Tính theo thực tế.
Loại tài khoản của NUST Freelancer Digital Account là gì? Là tài khoản vãng lai hay tiết kiệm?,"NUST Freelancer Digital Account cung cấp tài khoản vãng lai bằng PKR và FCY (USD, GBP, EUR, AED)."
Mục đích của chương trình Tài chính Hunarmand NUST là gì?,• Để bắt đầu một doanh nghiệp mới • Để mở rộng một doanh nghiệp hiện có.
"Đối với tất cả các sản phẩm Banca của Jubilee Life, có sẵn tờ rơi không?","Có, tờ rơi có sẵn cho tất cả các sản phẩm Banca của Jubilee Life."
Có thể sử dụng Dịch vụ Tài chính Cá nhân từ NUST ở khu vực nào của quốc gia?,Dịch vụ Tài chính Cá nhân có thể được sử dụng tại tất cả các thành phố có chi nhánh của NUST.
Bản chất của tài chính tại NUST Sahar Finance là gì?,i. Tài chính Dài hạn ii. Tài chính Ngắn hạn/Vốn lưu động
Có phí thanh toán trễ không?,"Trong trường hợp trả chậm, lãi suất thương mại sẽ được tính trên số ngày quá hạn."
Số tiền tài trợ tối thiểu và tối đa là bao nhiêu?,"Hạn mức tín dụng sạch, tối thiểu 30.000 Rs và tối đa lên đến 3.0 triệu Rs hoặc theo tỷ lệ nợ trên thu nhập 40% tuân thủ quy định của Ngân hàng Nhà nước Pakistan."
Các tính năng chính của Tiền gửi có kỳ hạn NUST Sahar là gì?,"Linh hoạt lựa chọn từ nhiều kỳ hạn: 1, 3 hoặc 5 Năm. Khoản đầu tư bắt đầu từ mức thấp chỉ 50.000 Rs. Thanh toán lợi nhuận hàng tháng vào Tài khoản Vãng lai NUST Sahar của bạn. Có tùy chọn tái tục. Các giao dịch chỉ được đặt từ Tài khoản Vãng lai NUST Sahar."
Thời hạn tối đa của Tài chính Nhà máy Bột mì NUST là bao lâu?,Tối đa 1 năm theo các hành lang thanh toán dứt điểm.
Thuế Zakat và WHT có áp dụng cho Tài khoản Roshan Digital không?,Thuế Zakat và WHT trên lợi nhuận không áp dụng cho tài khoản RDA.
Tỷ lệ lợi nhuận cho Tài khoản Tiết kiệm PLS là bao nhiêu?,Chi trả lợi nhuận: Nửa năm một lần. Tỷ lệ lợi nhuận: 0.19.
Tôi có thể trả khoản vay trước khi đáo hạn không?,"Có. Bạn có thể trả khoản vay trước khi đáo hạn. Tuy nhiên, các khoản phí sẽ được áp dụng theo Quy chế phí (SOC) hiện hành."
Dịch vụ Chuyển tiền Kiều hối của NUST có tính phí không?,Dịch vụ Chuyển tiền Kiều hối của NUST là miễn phí.
Thị trường mục tiêu của Tài khoản Số Asaan của NUST là gì?,Tài khoản Số Asaan của NUST được thiết kế đặc biệt cho các phân khúc khách hàng không có tài khoản ngân hàng/ít sử dụng ngân hàng. Tài khoản này phù hợp nhất nhưng không giới hạn cho lực lượng lao động có tay nghề/không có tay nghề.
Yêu cầu số dư tối thiểu cho Tài khoản Tiền gửi Đặc biệt của NUST là gì?,Không yêu cầu số dư trung bình tối thiểu hàng tháng. Không yêu cầu số dư mở tài khoản tối thiểu.
Thời gian xử lý hồ sơ là bao lâu?,"Thời gian xử lý hồ sơ Thẻ tín dụng là 10 ngày làm việc kể từ khi tiếp nhận cho đến khi phê duyệt, với điều kiện hồ sơ đầy đủ và kèm theo các tài liệu theo yêu cầu."
Các tính năng chính của Tài khoản Chia sẻ Lợi nhuận và Thua lỗ (PLS) của NUST là gì?,"Được cung cấp bằng nội tệ (PKR) và ngoại tệ (USD, GBP, EUR, JPY & AED). Tiền gửi mở tài khoản là 100 Rs. cho nội tệ, 500 USD hoặc tương đương cho ngoại tệ. Phát hành thẻ ghi nợ đối với tài khoản nội tệ. Cách tính lợi nhuận: Theo số dư trung bình hàng tháng. Tần suất chi trả lợi nhuận: Nửa năm một lần. Tỷ lệ lợi nhuận: 0,19% cho nội tệ, 0,1925% cho Tài khoản Hưu trí PLS."
Các tính năng chính của Tài khoản Kỹ thuật số Roshan là gì?,"Được cung cấp bằng PKR và USD/GBP/EUR. Cảnh báo SMS trên các số đã đăng ký trong nước và quốc tế. Thanh toán hóa đơn & chuyển tiền trong Pakistan thông qua ATM địa phương và ngân hàng internet. Đầu tư vào Chứng chỉ Naya Pakistan, Bất động sản, Biên nhận Tiền gửi có kỳ hạn NUST và Thị trường Chứng khoán. Lưu ý: Không được phép gửi tiền địa phương vào RDA."
Ngân hàng NUST có cung cấp tài khoản nào dành riêng cho phụ nữ không?,"Có! Ngân hàng NUST cung cấp Tài khoản NUST Sahar. Công dân Pakistan là nữ, cá nhân và thường trú có thể mở tài khoản được cung cấp theo Dịch vụ Ngân hàng NUST Sahar."
Tôi có thể mua hợp đồng Bancassurance từ tài khoản của mình được duy trì tại Ngân hàng NUST không?,"Có, mọi khách hàng đủ 18 tuổi và có tài khoản tại Ngân hàng NUST đều đủ điều kiện để mua hợp đồng Bancassurance từ tài khoản của họ."
Phí xử lý cho Đơn đăng ký Tài chính Gạo NUST là bao nhiêu?,"Phí xử lý sẽ được tính @ 0,15% tổng hạn mức đã xử lý/được phê duyệt hoặc 25.000 Rs, tùy theo mức nào cao hơn."
Tôi muốn hỏi về việc mở tài khoản vãng lai cho cá nhân tại Ngân hàng của Quý vị. Xin vui lòng cho tôi biết có những lựa chọn nào?,Tài khoản Vãng lai NUST Value Plus được thiết kế đặc biệt cho cá nhân để đáp ứng các nhu cầu tài chính của họ.
Những tài liệu nào cần thiết để mở Tài khoản Little Champs?,"• Bản sao Giấy khai sinh (Form-B), Giấy khai sinh hoặc Thẻ học sinh (tùy theo trường hợp) của trẻ vị thành niên
• Bản sao của một trong các giấy tờ tùy thân hợp lệ sau đây của người giám hộ:
  1. Thẻ căn cước công dân điện tử (CNIC) do NADRA cấp
  2. Thẻ căn cước cho người Pakistan ở nước ngoài (NICOP) do NADRA cấp
  3. Thẻ gốc Pakistan (POC) do NADRA cấp
  4. Thẻ đăng ký người nước ngoài (ARC) do Cục Đăng ký Người nước ngoài Quốc gia (NARA), Bộ Nội vụ cấp (chỉ dành cho tài khoản nội tệ)
  5. Hộ chiếu có thị thực hợp lệ, hoặc bất kỳ bằng chứng nào khác về việc lưu trú hợp pháp cùng với hộ chiếu (chỉ dành cho cá nhân người nước ngoài)
  6. Nguồn thu nhập của người giám hộ."
Có thể sử dụng dịch vụ Thẻ tín dụng ở khu vực nào của đất nước?,Thẻ tín dụng có thể được sử dụng ở tất cả các thành phố / khu vực mà không có sự phân biệt.
Thời gian xử lý hồ sơ vay vốn là bao lâu?,"Thời gian xử lý để phê duyệt khoản vay là khoảng 11 ngày làm việc, với điều kiện hồ sơ ứng viên phải hoàn tất đầy đủ các tài liệu/thủ tục theo yêu cầu."
Hình thức trả nợ là gì?,"Việc thanh toán Khoản trả góp Hàng tháng (EMI) bao gồm tiền gốc, phí đánh dấu và chi phí bảo hiểm, v.v. sẽ được thực hiện thông qua Ủy quyền Ghi nợ Trực tiếp (DDA) từ tài khoản của người vay được duy trì tại NUST."
Ngân hàng có yêu cầu vốn chủ sở hữu cho chương trình này không?,"Kinh doanh mới: 20% vốn chủ sở hữu. Kinh doanh hiện có: Không yêu cầu vốn chủ sở hữu, khoản đầu tư hiện tại vào doanh nghiệp sẽ được tính là vốn chủ sở hữu."
Có bất kỳ khoản phí thanh lý hợp đồng trước hạn / phí trả trước một phần lớn không?,Không.
Ngân hàng có yêu cầu vốn chủ sở hữu cho chương trình này không?,"Hạng 2: 10% (Doanh nghiệp mới). Hạng 3: 20% (Doanh nghiệp mới). Đối với doanh nghiệp đang hoạt động, không yêu cầu vốn chủ sở hữu."
Vui lòng cho tôi biết về số dư tối thiểu hàng tháng bắt buộc cho tài khoản này?,Không yêu cầu ký quỹ ban đầu. 100.000 Rs/- (Số dư trung bình hàng tháng).
Ngân hàng NUST có tài khoản chuyển tiền chuyên biệt theo hướng dẫn của SBP không?,"Có, NUST có một tài khoản chuyển tiền có tên là Tài khoản Chuyển tiền Pak Wattan."
Sản phẩm này có sẵn ở hai biến thể:,· Tài khoản Tiết kiệm NUST Maximiser · Tiền gửi có kỳ hạn NUST Maximiser
Người Pakistan ở nước ngoài có thể sử dụng dịch vụ Thẻ tín dụng từ NUST không?,"Có. Các cá nhân duy trì tài khoản FC với NUST, chủ tài khoản Chuyển tiền/Roshan Digital, chủ sở hữu Chứng chỉ Naya Pakistan có thể đăng ký Thẻ tín dụng NUST MasterCard trên cơ sở thế chấp. Lưu ý: Dịch vụ chỉ được cung cấp trong trường hợp tài khoản chung FC duy trì với NUST (một người phải cư trú tại Pakistan)."
Loại tài khoản của NAA là gì?,NAA có thể được mở cả trong Tài khoản Vãng lai và Tiết kiệm.
Tiêu chí Đủ điều kiện cho Tài khoản NAA là gì?,Cá nhân người Pakistan cư trú không duy trì/có bất kỳ tài khoản nào khác (cá nhân hoặc chung) tại Ngân hàng NUST Limited đều đủ điều kiện để mở Tài khoản NAA bằng đồng rupee Pakistan dưới dạng tài khoản cá nhân/tài khoản chung.
Độ tuổi tối thiểu để đăng ký Tài chính Thế chấp NUST là bao nhiêu?,"Người hưởng lương: 21 tuổi, Tự kinh doanh/Tự hành nghề: 23 tuổi."
Vui lòng cho tôi biết về các tiện ích miễn phí được cung cấp trên Tài khoản Vãng lai Giá trị Cộng cho Doanh nghiệp khi duy trì số dư trung bình hàng tháng tối thiểu?,Phát hành sổ séc. Sao kê tài khoản bản sao. Phát hành Thẻ ghi nợ (Phí phát sinh/Phí thường niên sẽ theo SOC hiện hành). Tiện ích Ngân hàng trực tuyến. Cảnh báo SMS cho Giao dịch Kỹ thuật số. Sao kê điện tử. Gửi tiền/Rút tiền mặt trực tuyến liên chi nhánh (Trực tuyến). Chuyển khoản nội bộ trong NUST qua chi nhánh (Chuyển khoản trực tuyến). Phát hành Séc của Ngân hàng.
Tôi có thể sử dụng nhiều hơn một xe ô tô thông qua dịch vụ cho vay mua xe không?,"Có. Bạn có thể sử dụng đồng thời hai xe ô tô từ Ngân hàng NUST, tùy thuộc vào Hạn chế về Gánh nặng Nợ."
Mục đích cung cấp Tài chính NUST Imarat là gì?,"AIF 1: Mua lại/Mua bất động sản thương mại/công nghiệp đô thị đã xây dựng/văn phòng và cơ sở thương mại cho hoạt động kinh doanh. AIF 2: Xây dựng trên lô đất thương mại/công nghiệp đô thị thuộc sở hữu tự có. AIF 3: Xây dựng bổ sung trên tòa nhà/trung tâm thương mại công nghiệp/đô thị đã xây dựng trước đó. AIF 4: Cải tạo, nâng cấp bất động sản/trung tâm thương mại/cơ sở kinh doanh thương mại/công nghiệp đô thị thuộc sở hữu tự có."
Vui lòng cho tôi biết về các tiện ích miễn phí được cung cấp trên Tài khoản Vãng lai Giá trị Cộng cho Doanh nghiệp khi duy trì số dư trung bình tối thiểu hàng tháng?,Phát hành sổ séc. Sao kê tài khoản bản sao. Phát hành Thẻ ghi nợ (Phí phát sinh/Phí thường niên sẽ theo Biểu phí hiện hành - SOC). Tiện ích Ngân hàng trực tuyến. Cảnh báo SMS cho Giao dịch Kỹ thuật số. Sao kê điện tử. Gửi tiền mặt/Rút tiền mặt trực tuyến liên chi nhánh (Trực tuyến). Chuyển khoản nội bộ trong NUST qua chi nhánh (Chuyển khoản trực tuyến). Phát hành Séc của Ngân hàng.
Thị trường mục tiêu của Tài khoản Số Asaan của NUST là gì?,Tài khoản Số Asaan của NUST được thiết kế đặc biệt cho các phân khúc khách hàng không có tài khoản ngân hàng/ít sử dụng ngân hàng. Tài khoản này phù hợp nhất nhưng không giới hạn cho lực lượng lao động có tay nghề/không có tay nghề.
Ngân hàng NUST có cung cấp Tài khoản Ngân hàng Kỹ thuật số cho Freelancer không?,"Tài khoản Kỹ thuật số NUST Freelancer được thiết kế dành riêng cho Freelancer, giúp họ có thể nhận thanh toán trực tiếp vào tài khoản ngân hàng và đồng thời tận hưởng các dịch vụ ngân hàng phong cách sống khác."
Làm thế nào để đăng ký Tài khoản Roshan Digital?,"Khách hàng có thể truy cập trang web của Ngân hàng NUST và nhấp vào 'Đăng ký Tài khoản Roshan Digital' để mở tài khoản. Khách hàng sẽ điền vào mẫu đơn mở tài khoản và nộp các tài liệu cần thiết. Yêu cầu mở Tài khoản Roshan Digital của khách hàng sẽ được xử lý trong vòng 48 giờ làm việc. Trong trường hợp có bất kỳ sai sót nào hoặc cần bổ sung thông tin, ngân hàng sẽ liên hệ với khách hàng theo các chi tiết liên lạc đã cung cấp."
Tài khoản Kỹ thuật số Freelancer của NUST có giới hạn Tín dụng và Ghi nợ nào không?,"Các giới hạn Giao dịch sau được áp dụng: Giới hạn Số dư Tín dụng tối đa 5.000 USD hoặc tương đương, Giới hạn Ghi nợ Hàng tháng 5.000 USD hoặc tương đương, Giới hạn Rút tiền Mặt 500.000 PKR hoặc tương đương / mỗi ngày."
Có bao nhiêu Kế hoạch Bảo hiểm Nhân thọ Jubilee có sẵn?,"• Kế hoạch Tiết kiệm và Bảo vệ Trọn đời Jubilee Life - Kế hoạch Bảo vệ Trọn đời và Tiết kiệm
• Kế hoạch Giáo dục Jubilee Life - Kế hoạch Thời hạn Có hạn (Quyền lợi Tiếp tục)
• Kế hoạch Hôn nhân Jubilee Life - Kế hoạch Thời hạn Có hạn (Quyền lợi Tiếp tục)
• Kế hoạch Hưu trí Jubilee Life - Tiết kiệm & Bảo vệ"
Tôi có thể nhận kiều hối tại Pakistan nếu không có tài khoản ngân hàng ở bất kỳ ngân hàng nào không?,Bạn có thể nhận kiều hối từ bất kỳ chi nhánh nào trong số 600+ chi nhánh trong nước của NUST trên toàn quốc nếu bạn có CNIC hợp lệ và Mã số tham chiếu giao dịch duy nhất / Mã pin.
Có độ tuổi tối thiểu nào để được hỗ trợ tài chính tại Chương trình Tài chính Xay xát NUST không?,Độ tuổi của người vay (trong trường hợp doanh nghiệp tư nhân) phải tối thiểu 20 tuổi và không vượt quá 65 tuổi tại thời điểm nộp đơn. Giới hạn tuổi này có thể được nới lỏng trong trường hợp có kế hoạch kế thừa hiệu quả cho hoạt động kinh doanh. Tiêu chí này không áp dụng nếu doanh nghiệp là công ty hợp danh hoặc công ty trách nhiệm hữu hạn.
Yêu cầu số dư mở tài khoản và số dư tối thiểu cho VPCA là gì?,Không yêu cầu số dư khi mở tài khoản. Không yêu cầu số dư trung bình tối thiểu hàng tháng. Phân bổ tủ gửi đồ (khi có sẵn) khi duy trì số dư trung bình tối thiểu hàng tháng là 50.000 Rs.
Điều gì xảy ra nếu tôi không thực hiện được nghĩa vụ thanh toán?,"Trong trường hợp quá hạn/vỡ nợ, bộ phận thu hồi của NUST sẽ liên hệ với bạn, thông tin khoản vay của bạn sẽ được báo cáo cho Cục Tín dụng. Phí thanh toán chậm sẽ được áp dụng theo biểu phí hiện hành. Ngân hàng cũng có thể khởi động các thủ tục pháp lý."
Bản chất của khoản vay được cho phép tại Quỹ Tài chính Hunarmand NUST?,• Khoản vay dài hạn / Khoản vay phát triển • Khoản vay vốn lưu động / Khoản vay sản xuất.
Tỷ lệ lợi nhuận cho Tài khoản Chuyển tiền PakWatan là bao nhiêu?,Thanh toán lợi nhuận: Hàng tháng. Tỷ lệ lợi nhuận: 0.19.
NUST Life Bancassurance Policy là gì?,"NUST Life Bancassurance Policy là sản phẩm bảo hiểm được cung cấp thông qua Ngân hàng NUST, cung cấp bảo hiểm nhân thọ cho cá nhân theo mô hình hợp tác với các nhà cung cấp bảo hiểm."
Tài khoản Chuyển Tiền PakWatan có cho phép ghi có nội địa không?,Tài khoản Chuyển Tiền PakWatan cũng cho phép ghi có nội địa.
Đối tượng mục tiêu của Tài khoản Tiền gửi Thanh toán là gì?,"Cá nhân (đơn lẻ hoặc chung); Hộ kinh doanh cá thể, Chủ doanh nghiệp; Công ty hợp danh; Công ty Trách nhiệm hữu hạn Công cộng và Tư nhân; Tổ chức Chính phủ; Tập đoàn, Câu lạc bộ, Hiệp hội, Tổ chức phi chính phủ (NGO), v.v."
